"symbol","date","open","high","low","close","volume","adjusted"
"BTC-USD",2020-01-27,8597.308594,8977.726563,8597.308594,8909.819336,28647338393,8909.819336
"BTC-USD",2020-01-28,8912.524414,9358.589844,8908.447266,9358.589844,34398744403,9358.589844
"BTC-USD",2020-01-29,9357.470703,9406.431641,9269.467773,9316.629883,30682598115,9316.629883
"BTC-USD",2020-01-30,9316.016602,9553.125977,9230.897461,9508.993164,32378792851,9508.993164
"BTC-USD",2020-01-31,9508.313477,9521.706055,9230.776367,9350.529297,29432489719,9350.529297
"BTC-USD",2020-02-01,9346.357422,9439.323242,9313.239258,9392.875,25922656496,9392.875
"BTC-USD",2020-02-02,9389.820313,9468.797852,9217.824219,9344.365234,30835736946,9344.365234
"BTC-USD",2020-02-03,9344.683594,9540.37207,9248.633789,9293.521484,30934096509,9293.521484
"BTC-USD",2020-02-04,9292.841797,9331.265625,9112.811523,9180.962891,29893183716,9180.962891
"BTC-USD",2020-02-05,9183.416016,9701.299805,9163.704102,9613.423828,35222060874,9613.423828
"BTC-USD",2020-02-06,9617.821289,9824.619141,9539.818359,9729.801758,37628823716,9729.801758
"BTC-USD",2020-02-07,9726.00293,9834.716797,9726.00293,9795.943359,34522718159,9795.943359
"BTC-USD",2020-02-08,9793.070313,9876.749023,9678.910156,9865.119141,35172043762,9865.119141
"BTC-USD",2020-02-09,9863.894531,10129.435547,9850.392578,10116.673828,35807884663,10116.673828
"BTC-USD",2020-02-10,10115.55957,10165.765625,9784.563477,9856.611328,39386548075,9856.611328
"BTC-USD",2020-02-11,9855.891602,10210.052734,9729.334961,10208.236328,37648059389,10208.236328
"BTC-USD",2020-02-12,10202.387695,10393.611328,10202.387695,10326.054688,43444303830,10326.054688
"BTC-USD",2020-02-13,10323.960938,10457.626953,10116.161133,10214.379883,49356071373,10214.379883
"BTC-USD",2020-02-14,10211.550781,10321.996094,10125.53418,10312.116211,43338264162,10312.116211
"BTC-USD",2020-02-15,10313.856445,10341.555664,9874.427734,9889.424805,43865054831,9889.424805
"BTC-USD",2020-02-16,9889.179688,10053.96875,9722.386719,9934.433594,43374780305,9934.433594
"BTC-USD",2020-02-17,9936.560547,9938.81543,9507.637695,9690.142578,45998298413,9690.142578
"BTC-USD",2020-02-18,9691.230469,10161.935547,9632.382813,10141.996094,47271023953,10141.996094
"BTC-USD",2020-02-19,10143.798828,10191.675781,9611.223633,9633.386719,46992019710,9633.386719
"BTC-USD",2020-02-20,9629.325195,9643.216797,9507.900391,9608.475586,44925260237,9608.475586
"BTC-USD",2020-02-21,9611.782227,9723.014648,9589.743164,9686.441406,40930547513,9686.441406
"BTC-USD",2020-02-22,9687.707031,9698.231445,9600.728516,9663.181641,35838025154,9663.181641
"BTC-USD",2020-02-23,9663.318359,9937.404297,9657.791016,9924.515625,41185185761,9924.515625
"BTC-USD",2020-02-24,9921.583008,9951.746094,9537.042969,9650.174805,45080496648,9650.174805
"BTC-USD",2020-02-25,9651.3125,9652.737305,9305.021484,9341.705078,42515259129,9341.705078
"BTC-USD",2020-02-26,9338.290039,9354.77832,8704.426758,8820.522461,50420050762,8820.522461
"BTC-USD",2020-02-27,8825.09375,8932.892578,8577.199219,8784.494141,45470195695,8784.494141
"BTC-USD",2020-02-28,8788.728516,8890.456055,8492.932617,8672.455078,44605450443,8672.455078
"BTC-USD",2020-02-29,8671.212891,8775.631836,8599.508789,8599.508789,35792392544,8599.508789
"BTC-USD",2020-03-01,8599.758789,8726.796875,8471.212891,8562.454102,35349164300,8562.454102
"BTC-USD",2020-03-02,8563.264648,8921.308594,8532.630859,8869.669922,42857674409,8869.669922
"BTC-USD",2020-03-03,8865.387695,8901.598633,8704.990234,8787.786133,42386715821,8787.786133
"BTC-USD",2020-03-04,8788.541992,8843.366211,8712.431641,8755.246094,34746706368,8755.246094
"BTC-USD",2020-03-05,8760.285156,9142.054688,8757.253906,9078.762695,39698054597,9078.762695
"BTC-USD",2020-03-06,9078.308594,9167.695313,9032.079102,9122.545898,40826885651,9122.545898
"BTC-USD",2020-03-07,9121.600586,9163.220703,8890.744141,8909.954102,36216930370,8909.954102
"BTC-USD",2020-03-08,8908.206055,8914.34375,8105.25293,8108.116211,39973102121,8108.116211
"BTC-USD",2020-03-09,8111.146484,8177.793457,7690.098145,7923.644531,46936995808,7923.644531
"BTC-USD",2020-03-10,7922.146973,8136.945313,7814.763184,7909.729492,42213940994,7909.729492
"BTC-USD",2020-03-11,7910.089844,7950.814453,7642.8125,7911.430176,38682762605,7911.430176
"BTC-USD",2020-03-12,7913.616211,7929.116211,4860.354004,4970.788086,53980357243,4970.788086
"BTC-USD",2020-03-13,5017.831055,5838.114746,4106.980957,5563.707031,74156772075,5563.707031
"BTC-USD",2020-03-14,5573.077637,5625.226563,5125.069336,5200.366211,36154506008,5200.366211
"BTC-USD",2020-03-15,5201.066895,5836.64502,5169.283203,5392.314941,33997889639,5392.314941
"BTC-USD",2020-03-16,5385.229492,5385.229492,4575.35791,5014.47998,45368026430,5014.47998
"BTC-USD",2020-03-17,5002.578125,5371.348633,4981.90918,5225.629395,38622642935,5225.629395
"BTC-USD",2020-03-18,5227.11377,5331.833984,5069.335938,5238.438477,37878801016,5238.438477
"BTC-USD",2020-03-19,5245.416504,6329.73584,5236.96875,6191.192871,51000731797,6191.192871
"BTC-USD",2020-03-20,6191.653809,6844.261719,5865.781738,6198.77832,54442976103,6198.77832
"BTC-USD",2020-03-21,6206.521484,6378.135254,5932.823242,6185.066406,42494390880,6185.066406
"BTC-USD",2020-03-22,6185.558105,6359.697266,5823.713867,5830.254883,40099664740,5830.254883
"BTC-USD",2020-03-23,5831.374512,6443.93457,5785.004395,6416.314941,46491916000,6416.314941
"BTC-USD",2020-03-24,6436.642578,6789.022949,6411.066406,6734.803711,48221910672,6734.803711
"BTC-USD",2020-03-25,6738.716797,6892.51123,6536.92627,6681.062988,44590107888,6681.062988
"BTC-USD",2020-03-26,6675.170898,6735.463867,6590.962891,6716.44043,35319797642,6716.44043
"BTC-USD",2020-03-27,6719.38916,6793.836426,6466.70166,6469.79834,34585598367,6469.79834
"BTC-USD",2020-03-28,6467.253906,6467.500977,6117.837891,6242.193848,34885225901,6242.193848
"BTC-USD",2020-03-29,6245.624512,6250.467285,5920.085938,5922.042969,28373690931,5922.042969
"BTC-USD",2020-03-30,5925.538574,6517.195801,5903.234375,6429.841797,37101651525,6429.841797
"BTC-USD",2020-03-31,6430.606445,6504.515137,6374.162109,6438.644531,32786468812,6438.644531
"BTC-USD",2020-04-01,6437.319336,6612.57373,6202.373535,6606.776367,40346426266,6606.776367
"BTC-USD",2020-04-02,6606.776367,7088.247559,6595.918457,6793.624512,47660646124,6793.624512
"BTC-USD",2020-04-03,6797.396484,7003.220703,6673.335938,6733.387207,38976504903,6733.387207
"BTC-USD",2020-04-04,6738.382813,6878.953613,6696.484863,6867.527344,33185988584,6867.527344
"BTC-USD",2020-04-05,6862.537598,6883.414063,6715.929199,6791.129395,29510409856,6791.129395
"BTC-USD",2020-04-06,6788.049805,7271.78125,6782.889648,7271.78125,46896904615,7271.78125
"BTC-USD",2020-04-07,7273.644043,7427.939453,7136.714355,7176.414551,44243482668,7176.414551
"BTC-USD",2020-04-08,7179.283203,7356.223633,7153.305664,7334.098633,37563249549,7334.098633
"BTC-USD",2020-04-09,7337.966309,7341.448242,7179.094238,7302.089355,34815139178,7302.089355
"BTC-USD",2020-04-10,7303.81543,7303.81543,6802.475098,6865.493164,43622840992,6865.493164
"BTC-USD",2020-04-11,6867.44043,6926.069824,6789.920898,6859.083008,31222085946,6859.083008
"BTC-USD",2020-04-12,6858.067871,7119.947266,6811.078125,6971.091797,35759567632,6971.091797
"BTC-USD",2020-04-13,6965.616699,6965.616699,6668.259766,6845.037598,38619308647,6845.037598
"BTC-USD",2020-04-14,6843.281738,6958.557129,6793.821289,6842.427734,34110434052,6842.427734
"BTC-USD",2020-04-15,6845.561523,6928.664551,6633.402832,6642.109863,32288311031,6642.109863
"BTC-USD",2020-04-16,6640.454102,7134.450684,6555.504395,7116.804199,46783242377,7116.804199
"BTC-USD",2020-04-17,7116.552734,7167.183105,7050.332031,7096.18457,32513423567,7096.18457
"BTC-USD",2020-04-18,7092.291504,7269.956543,7089.24707,7257.665039,32447188386,7257.665039
"BTC-USD",2020-04-19,7260.922363,7280.521973,7167.054688,7189.424805,31311210215,7189.424805
"BTC-USD",2020-04-20,7186.873535,7240.290527,6835.50293,6881.958496,37747113936,6881.958496
"BTC-USD",2020-04-21,6879.78418,6934.551758,6834.442383,6880.323242,32589741511,6880.323242
"BTC-USD",2020-04-22,6879.44043,7145.865723,6867.781738,7117.20752,33249153866,7117.20752
"BTC-USD",2020-04-23,7121.306152,7491.785156,7081.594727,7429.724609,43500782316,7429.724609
"BTC-USD",2020-04-24,7434.181641,7574.195801,7434.181641,7550.900879,34636526286,7550.900879
"BTC-USD",2020-04-25,7550.48291,7641.36377,7521.672363,7569.936035,32941541447,7569.936035
"BTC-USD",2020-04-26,7570.13916,7700.594238,7561.407715,7679.867188,33070154491,7679.867188
"BTC-USD",2020-04-27,7679.418945,7795.601074,7679.418945,7795.601074,36162144725,7795.601074
"BTC-USD",2020-04-28,7796.970215,7814.527344,7730.806641,7807.058594,33187959921,7807.058594
"BTC-USD",2020-04-29,7806.712402,8871.753906,7786.049316,8801.038086,60201052203,8801.038086
"BTC-USD",2020-04-30,8797.669922,9440.650391,8533.255859,8658.553711,66964629541,8658.553711
"BTC-USD",2020-05-01,8672.782227,9048.023438,8667.763672,8864.766602,44068389997,8864.766602
"BTC-USD",2020-05-02,8869.057617,9007.1875,8811.366211,8988.59668,40134388683,8988.59668
"BTC-USD",2020-05-03,8983.614258,9167.78125,8830.97168,8897.46875,47101785174,8897.46875
"BTC-USD",2020-05-04,8895.745117,8956.90625,8645.024414,8912.654297,45718796276,8912.654297
"BTC-USD",2020-05-05,8912.832031,9062.415039,8856.827148,9003.070313,43148462663,9003.070313
"BTC-USD",2020-05-06,9007.441406,9411.467773,8966.706055,9268.761719,49371886931,9268.761719
"BTC-USD",2020-05-07,9261.895508,9992.664063,9138.322266,9951.518555,61112700562,9951.518555
"BTC-USD",2020-05-08,9936.162109,9996.743164,9767.172852,9842.666016,51780748042,9842.666016
"BTC-USD",2020-05-09,9840.90625,9913.863281,9580.644531,9593.896484,46566121841,9593.896484
"BTC-USD",2020-05-10,9591.168945,9595.581055,8395.107422,8756.430664,63325279337,8756.430664
"BTC-USD",2020-05-11,8755.535156,9033.470703,8374.323242,8601.795898,57119858802,8601.795898
"BTC-USD",2020-05-12,8610.385742,8949.898438,8569.643555,8804.477539,42142717533,8804.477539
"BTC-USD",2020-05-13,8805.387695,9317.878906,8805.387695,9269.987305,45558144023,9269.987305
"BTC-USD",2020-05-14,9271.329102,9793.268555,9255.035156,9733.72168,56426907637,9733.72168
"BTC-USD",2020-05-15,9734.291016,9755.828125,9261.398438,9328.197266,48158802327,9328.197266
"BTC-USD",2020-05-16,9333.240234,9564.205078,9260.694336,9377.013672,36164766408,9377.013672
"BTC-USD",2020-05-17,9374.929688,9823.001953,9349.545898,9670.739258,40084250663,9670.739258
"BTC-USD",2020-05-18,9675.695313,9906.030273,9570.359375,9726.575195,41827139896,9726.575195
"BTC-USD",2020-05-19,9727.063477,9836.047852,9539.624023,9729.038086,39254288955,9729.038086
"BTC-USD",2020-05-20,9725.329102,9804.793945,9447.201172,9522.981445,36546239703,9522.981445
"BTC-USD",2020-05-21,9522.740234,9555.242188,8869.930664,9081.761719,39326160532,9081.761719
"BTC-USD",2020-05-22,9080.334961,9232.936523,9008.638672,9182.577148,29810773699,9182.577148
"BTC-USD",2020-05-23,9185.0625,9302.501953,9118.108398,9209.287109,27727866812,9209.287109
"BTC-USD",2020-05-24,9212.283203,9288.404297,8787.250977,8790.368164,32518803300,8790.368164
"BTC-USD",2020-05-25,8786.107422,8951.005859,8719.667969,8906.93457,31288157264,8906.93457
"BTC-USD",2020-05-26,8909.585938,8991.967773,8757.293945,8835.052734,29584186947,8835.052734
"BTC-USD",2020-05-27,8837.380859,9203.320313,8834.157227,9181.017578,32740536902,9181.017578
"BTC-USD",2020-05-28,9184.945313,9546.319336,9148.457031,9525.750977,34367073114,9525.750977
"BTC-USD",2020-05-29,9528.355469,9573.666992,9379.338867,9439.124023,32896642044,9439.124023
"BTC-USD",2020-05-30,9438.914063,9704.030273,9366.729492,9700.414063,32722975141,9700.414063
"BTC-USD",2020-05-31,9700.105469,9700.34375,9432.296875,9461.058594,27773290299,9461.058594
"BTC-USD",2020-06-01,9463.605469,10199.56543,9450.899414,10167.268555,35198901068,10167.268555
"BTC-USD",2020-06-02,10162.973633,10182.34082,9460.571289,9529.803711,39137252109,9529.803711
"BTC-USD",2020-06-03,9533.760742,9682.859375,9471.84668,9656.717773,25007459262,9656.717773
"BTC-USD",2020-06-04,9655.854492,9887.610352,9525.24707,9800.636719,25921805072,9800.636719
"BTC-USD",2020-06-05,9800.21582,9869.237305,9663.216797,9665.533203,23509628646,9665.533203
"BTC-USD",2020-06-06,9664.904297,9773.431641,9591.024414,9653.679688,20438419222,9653.679688
"BTC-USD",2020-06-07,9653.00293,9768.498047,9458.150391,9758.852539,25015250846,9758.852539
"BTC-USD",2020-06-08,9760.063477,9782.306641,9675.885742,9771.489258,21486346312,9771.489258
"BTC-USD",2020-06-09,9774.360352,9836.369141,9664.719727,9795.700195,23717842783,9795.700195
"BTC-USD",2020-06-10,9794.119141,9908.896484,9728.291016,9870.094727,25706567601,9870.094727
"BTC-USD",2020-06-11,9870.078125,9938.297852,9263.069336,9321.78125,30247143440,9321.78125
"BTC-USD",2020-06-12,9320.69043,9540.46582,9285.851563,9480.84375,22610564515,9480.84375
"BTC-USD",2020-06-13,9480.735352,9493.211914,9396.009766,9475.277344,17564322315,9475.277344
"BTC-USD",2020-06-14,9477.553711,9482.270508,9347.59375,9386.788086,18991732746,9386.788086
"BTC-USD",2020-06-15,9386.035156,9504.860352,8990.175781,9450.702148,26699704768,9450.702148
"BTC-USD",2020-06-16,9454.266602,9579.430664,9400.445313,9538.024414,21565537209,9538.024414
"BTC-USD",2020-06-17,9533.78418,9540.422852,9327.339844,9480.254883,20177709879,9480.254883
"BTC-USD",2020-06-18,9481.567383,9482.782227,9328.395508,9411.84082,17770083003,9411.84082
"BTC-USD",2020-06-19,9410.293945,9440.875977,9274.295898,9288.018555,19632223107,9288.018555
"BTC-USD",2020-06-20,9290.959961,9394.97168,9247.379883,9332.34082,17130541557,9332.34082
"BTC-USD",2020-06-21,9330.926758,9401.107422,9300.430664,9303.629883,15324301169,9303.629883
"BTC-USD",2020-06-22,9300.915039,9655.073242,9296.87207,9648.717773,21104009514,9648.717773
"BTC-USD",2020-06-23,9644.076172,9670.541016,9547.24707,9629.658203,17006433272,9629.658203
"BTC-USD",2020-06-24,9632.149414,9680.367188,9278.233398,9313.610352,18961716076,9313.610352
"BTC-USD",2020-06-25,9314.126953,9340.161133,9095.324219,9264.813477,18616048626,9264.813477
"BTC-USD",2020-06-26,9260.995117,9310.516602,9101.738281,9162.917969,18341465837,9162.917969
"BTC-USD",2020-06-27,9167.824219,9207.810547,8998.216797,9045.390625,17273093144,9045.390625
"BTC-USD",2020-06-28,9048.460938,9197.546875,8975.525391,9143.582031,14560870760,9143.582031
"BTC-USD",2020-06-29,9140.029297,9237.573242,9041.875977,9190.854492,16460547078,9190.854492
"BTC-USD",2020-06-30,9185.581055,9217.835938,9084.837891,9137.993164,15735797744,9137.993164
"BTC-USD",2020-07-01,9145.985352,9309.754883,9104.735352,9228.325195,15971550355,9228.325195
"BTC-USD",2020-07-02,9231.139648,9274.962891,9036.623047,9123.410156,16338916796,9123.410156
"BTC-USD",2020-07-03,9124.842773,9202.344727,9058.794922,9087.303711,13078970999,9087.303711
"BTC-USD",2020-07-04,9084.233398,9183.295898,9053.629883,9132.488281,12290528515,9132.488281
"BTC-USD",2020-07-05,9126.09082,9162.183594,8977.015625,9073.942383,12903406143,9073.942383
"BTC-USD",2020-07-06,9072.849609,9375.474609,9058.664063,9375.474609,17889263252,9375.474609
"BTC-USD",2020-07-07,9349.161133,9360.617188,9201.81543,9252.277344,13839652595,9252.277344
"BTC-USD",2020-07-08,9253.020508,9450.335938,9249.5,9428.333008,19702359883,9428.333008
"BTC-USD",2020-07-09,9427.994141,9431.378906,9234.999023,9277.967773,18000702524,9277.967773
"BTC-USD",2020-07-10,9273.357422,9287.47168,9118.001953,9278.807617,16860035605,9278.807617
"BTC-USD",2020-07-11,9277.511719,9293.532227,9199.485352,9240.34668,13249910444,9240.34668
"BTC-USD",2020-07-12,9241.054688,9319.418945,9197.450195,9276.5,14452361907,9276.5
"BTC-USD",2020-07-13,9277.205078,9306.405273,9224.292969,9243.614258,17519821266,9243.614258
"BTC-USD",2020-07-14,9238.703125,9283.841797,9171.661133,9243.213867,18085038362,9243.213867
"BTC-USD",2020-07-15,9241.897461,9275.325195,9171.933594,9192.836914,15844731575,9192.836914
"BTC-USD",2020-07-16,9191.980469,9214.3125,9088.947266,9132.227539,15713967523,9132.227539
"BTC-USD",2020-07-17,9131.8125,9182.253906,9089.202148,9151.392578,13944570749,9151.392578
"BTC-USD",2020-07-18,9151.183594,9230.983398,9100.824219,9159.040039,12252601475,9159.040039
"BTC-USD",2020-07-19,9158.005859,9201.398438,9097.632813,9185.817383,12939002784,9185.817383
"BTC-USD",2020-07-20,9187.220703,9214.270508,9137.509766,9164.231445,13755604146,9164.231445
"BTC-USD",2020-07-21,9162.514648,9407.262695,9149.389648,9374.887695,18069581956,9374.887695
"BTC-USD",2020-07-22,9375.080078,9530.518555,9319.65332,9525.363281,16532254884,9525.363281
"BTC-USD",2020-07-23,9527.141602,9610.24707,9483.003906,9581.072266,18146399002,9581.072266
"BTC-USD",2020-07-24,9585.514648,9623.336914,9481.454102,9536.892578,16552768325,9536.892578
"BTC-USD",2020-07-25,9539.485352,9704.556641,9530.211914,9677.113281,16610070933,9677.113281
"BTC-USD",2020-07-26,9680.234375,10023.807617,9652.847656,9905.166992,20507998997,9905.166992
"BTC-USD",2020-07-27,9905.217773,11298.22168,9903.969727,10990.873047,35359749590,10990.873047
"BTC-USD",2020-07-28,11017.463867,11204.327148,10632.631836,10912.823242,28766551142,10912.823242
"BTC-USD",2020-07-29,10912.953125,11304.397461,10856.141602,11100.467773,24617249715,11100.467773
"BTC-USD",2020-07-30,11099.833008,11169.356445,10895.455078,11111.213867,22857247901,11111.213867
"BTC-USD",2020-07-31,11110.210938,11415.864258,10987.053711,11323.466797,23160469766,11323.466797
"BTC-USD",2020-08-01,11322.570313,11794.775391,11239.682617,11759.592773,26075670303,11759.592773
"BTC-USD",2020-08-02,11758.764648,12034.144531,11018.129883,11053.614258,27410067336,11053.614258
"BTC-USD",2020-08-03,11043.768555,11453.079102,11012.415039,11246.348633,20271713443,11246.348633
"BTC-USD",2020-08-04,11246.203125,11385.381836,11094.145508,11205.892578,21250197042,11205.892578
"BTC-USD",2020-08-05,11203.823242,11786.617188,11158.285156,11747.022461,24411254471,11747.022461
"BTC-USD",2020-08-06,11749.871094,11902.335938,11598.713867,11779.773438,23400740340,11779.773438
"BTC-USD",2020-08-07,11778.894531,11898.038086,11408.59375,11601.472656,23132312867,11601.472656
"BTC-USD",2020-08-08,11604.553711,11800.064453,11558.431641,11754.045898,17572057837,11754.045898
"BTC-USD",2020-08-09,11737.325195,11806.056641,11548.78418,11675.739258,17489608833,11675.739258
"BTC-USD",2020-08-10,11662.256836,12045.140625,11662.256836,11878.111328,26114112569,11878.111328
"BTC-USD",2020-08-11,11881.647461,11932.710938,11195.708984,11410.525391,27039782640,11410.525391
"BTC-USD",2020-08-12,11404.59668,11748.396484,11249.605469,11584.93457,25064548486,11584.93457
"BTC-USD",2020-08-13,11588.405273,11796.396484,11216.87207,11784.137695,27522199497,11784.137695
"BTC-USD",2020-08-14,11772.65918,12150.994141,11685.455078,11768.871094,24237958589,11768.871094
"BTC-USD",2020-08-15,11768.697266,11963.203125,11768.697266,11865.698242,23354924400,11865.698242
"BTC-USD",2020-08-16,11866.685547,11934.901367,11737.188477,11892.803711,20583375490,11892.803711
"BTC-USD",2020-08-17,11895.658203,12359.056641,11806.696289,12254.402344,28227687027,12254.402344
"BTC-USD",2020-08-18,12251.895508,12335.707031,11954.525391,11991.233398,26043227672,11991.233398
"BTC-USD",2020-08-19,11990.884766,12028.923828,11687.333008,11758.283203,24502851117,11758.283203
"BTC-USD",2020-08-20,11761.5,11900.411133,11710.063477,11878.37207,20175242945,11878.37207
"BTC-USD",2020-08-21,11878.026367,11899.259766,11564.979492,11592.489258,23762425999,11592.489258
"BTC-USD",2020-08-22,11585.477539,11689.407227,11448.805664,11681.825195,20224191306,11681.825195
"BTC-USD",2020-08-23,11679.696289,11713.429688,11559.920898,11664.847656,18482062658,11664.847656
"BTC-USD",2020-08-24,11663.689453,11807.631836,11623.25,11774.595703,20681511755,11774.595703
"BTC-USD",2020-08-25,11773.588867,11778.299805,11189.850586,11366.134766,26301509932,11366.134766
"BTC-USD",2020-08-26,11366.894531,11530.052734,11296.993164,11488.363281,22466660958,11488.363281
"BTC-USD",2020-08-27,11485.608398,11570.786133,11185.941406,11323.397461,23240415076,11323.397461
"BTC-USD",2020-08-28,11325.295898,11545.615234,11316.422852,11542.5,19807127588,11542.5
"BTC-USD",2020-08-29,11541.054688,11585.640625,11466.292969,11506.865234,17485597759,11506.865234
"BTC-USD",2020-08-30,11508.713867,11715.264648,11492.381836,11711.505859,19760127945,11711.505859
"BTC-USD",2020-08-31,11713.306641,11768.876953,11598.318359,11680.820313,22285928250,11680.820313
"BTC-USD",2020-09-01,11679.316406,12067.081055,11601.128906,11970.478516,27311555343,11970.478516
"BTC-USD",2020-09-02,11964.823242,11964.823242,11290.793945,11414.03418,28037405299,11414.03418
"BTC-USD",2020-09-03,11407.191406,11443.022461,10182.464844,10245.296875,31927261555,10245.296875
"BTC-USD",2020-09-04,10230.365234,10663.919922,10207.94043,10511.813477,29965130374,10511.813477
"BTC-USD",2020-09-05,10512.530273,10581.571289,9946.675781,10169.567383,44916565292,10169.567383
"BTC-USD",2020-09-06,10167.216797,10353.927734,10056.885742,10280.351563,37071460174,10280.351563
"BTC-USD",2020-09-07,10280.998047,10399.15332,9916.493164,10369.563477,33703098409,10369.563477
"BTC-USD",2020-09-08,10369.306641,10414.775391,9945.110352,10131.516602,33430927462,10131.516602
"BTC-USD",2020-09-09,10134.151367,10350.542969,10017.250977,10242.347656,24128292755,10242.347656
"BTC-USD",2020-09-10,10242.330078,10503.912109,10238.135742,10363.138672,54406443211,10363.138672
"BTC-USD",2020-09-11,10369.02832,10434.922852,10140.836914,10400.915039,45201121775,10400.915039
"BTC-USD",2020-09-12,10409.861328,10578.837891,10292.386719,10442.170898,36750077324,10442.170898
"BTC-USD",2020-09-13,10452.399414,10577.214844,10224.330078,10323.755859,36506852789,10323.755859
"BTC-USD",2020-09-14,10328.734375,10800.010742,10266.008789,10680.837891,35453581940,10680.837891
"BTC-USD",2020-09-15,10677.754883,10938.631836,10656.459961,10796.951172,32509451925,10796.951172
"BTC-USD",2020-09-16,10797.761719,11100.124023,10704.884766,10974.905273,30769986455,10974.905273
"BTC-USD",2020-09-17,10973.251953,11037.420898,10774.62793,10948.990234,38151810523,10948.990234
"BTC-USD",2020-09-18,10951.820313,11034.908203,10829.657227,10944.585938,26341903912,10944.585938
"BTC-USD",2020-09-19,10933.75293,11134.092773,10909.618164,11094.34668,22764204008,11094.34668
"BTC-USD",2020-09-20,11095.870117,11095.870117,10814.477539,10938.271484,24699523788,10938.271484
"BTC-USD",2020-09-21,10934.925781,10988.304688,10380.260742,10462.259766,28884999244,10462.259766
"BTC-USD",2020-09-22,10459.624023,10568.077148,10382.726563,10538.459961,23621787804,10538.459961
"BTC-USD",2020-09-23,10535.492188,10537.828125,10197.865234,10246.186523,23788661867,10246.186523
"BTC-USD",2020-09-24,10248.786133,10771.056641,10231.490234,10760.066406,47144380902,10760.066406
"BTC-USD",2020-09-25,10761.109375,10777.696289,10578.914063,10692.716797,39348590957,10692.716797
"BTC-USD",2020-09-26,10695.575195,10772.999023,10667.28125,10750.723633,46852525493,10750.723633
"BTC-USD",2020-09-27,10746.892578,10803.976563,10622.921875,10775.269531,53745972818,10775.269531
"BTC-USD",2020-09-28,10776.613281,10945.347656,10703.893555,10709.652344,47762394731,10709.652344
"BTC-USD",2020-09-29,10709.650391,10860.000977,10649.495117,10844.640625,46582396602,10844.640625
"BTC-USD",2020-09-30,10843.871094,10847.256836,10669.321289,10784.491211,44171073700,10784.491211
"BTC-USD",2020-10-01,10795.254883,10933.624023,10472.356445,10619.452148,40023134100,10619.452148
"BTC-USD",2020-10-02,10619.821289,10657.837891,10416.689453,10575.974609,48661453918,10575.974609
"BTC-USD",2020-10-03,10575.100586,10598.94043,10511.129883,10549.329102,44660271563,10549.329102
"BTC-USD",2020-10-04,10550.44043,10686,10534.391602,10669.583008,71251776995,10669.583008
"BTC-USD",2020-10-05,10676.529297,10793.507813,10634.600586,10793.339844,47537578009,10793.339844
